                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                 1.0106,                0.63331,                 1.0618,                0.37861,                 0.9373,                0.39411,                0.30245,                0.69352,                 1.6951,                0.74627,              0.0094951,              0.0094951,              0.0094951
                     53,                0.99886,                0.62415,                 1.0593,                0.37155,                 0.9392,                0.39249,                 0.3007,                0.68954,                 1.6929,                0.74575,              0.0094852,              0.0094852,              0.0094852
                     54,                 1.0019,                0.62945,                 1.0618,                0.37389,                0.93609,                0.39391,                0.30376,                0.68586,                 1.7089,                 0.7436,              0.0094753,              0.0094753,              0.0094753
                     55,                 0.9929,                0.61876,                 1.0549,                0.37985,                0.94035,                0.39322,                0.30269,                 0.6852,                 1.7118,                0.74422,              0.0094654,              0.0094654,              0.0094654
                     56,                0.98837,                0.61184,                 1.0481,                0.38074,                0.93927,                0.39492,                0.30625,                0.67382,                 1.7267,                0.73119,              0.0094555,              0.0094555,              0.0094555
                     57,                0.99683,                0.62259,                 1.0533,                0.38114,                0.94253,                0.39559,                 0.3068,                0.67618,                 1.6919,                0.73531,              0.0094456,              0.0094456,              0.0094456
                     58,                 0.9804,                0.60848,                 1.0406,                0.38286,                0.94125,                0.39531,                0.30908,                0.66603,                  1.643,                0.73202,              0.0094357,              0.0094357,              0.0094357
                     59,                 0.9808,                0.61142,                 1.0469,                0.37881,                0.94169,                0.39461,                0.30807,                0.66488,                 1.7008,                0.73107,              0.0094258,              0.0094258,              0.0094258
                     60,                0.97751,                0.60563,                 1.0418,                0.37676,                0.93919,                0.39509,                0.30845,                0.66565,                 1.7227,                0.72873,              0.0094159,              0.0094159,              0.0094159
                     61,                0.96688,                0.59965,                 1.0452,                0.37797,                 0.9448,                0.39156,                0.30724,                0.65767,                 1.6779,                0.72462,               0.009406,               0.009406,               0.009406
                     62,                0.96851,                0.59833,                 1.0363,                0.37521,                0.94724,                 0.3946,                0.31086,                0.65577,                 1.6925,                0.72304,              0.0093961,              0.0093961,              0.0093961
                     63,                0.97057,                0.59914,                 1.0393,                 0.3791,                0.94917,                 0.3915,                0.30728,                0.66085,                 1.7044,                0.72457,              0.0093862,              0.0093862,              0.0093862
                     64,                0.94751,                0.59032,                 1.0341,                0.38262,                0.94648,                0.39363,                0.30921,                0.65865,                 1.7037,                0.72276,              0.0093763,              0.0093763,              0.0093763
                     65,                0.96084,                0.59714,                 1.0366,                0.38221,                 0.9415,                0.39319,                0.31028,                0.65247,                 1.6521,                0.71813,              0.0093664,              0.0093664,              0.0093664
                     66,                0.95381,                0.58966,                 1.0304,                0.38025,                0.95009,                0.39596,                0.31143,                0.65676,                 1.6965,                0.72073,              0.0093565,              0.0093565,              0.0093565
                     67,                0.96435,                0.59044,                 1.0371,                0.37847,                0.94572,                0.39477,                 0.3106,                0.65261,                 1.7018,                0.72261,              0.0093466,              0.0093466,              0.0093466
                     68,                0.95352,                0.59734,                 1.0366,                0.38072,                0.94625,                0.39505,                0.31175,                0.64495,                 1.6686,                0.71843,              0.0093367,              0.0093367,              0.0093367
